target,model,dataset,roc_auc_mean,roc_auc_std,avg_precision_mean,avg_precision_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
win_loss,RandomForest,research_signals,0.5912077882382027,0.007014169526853154,0.5666684634750452,0.007537787349943065,0.533338717636989,0.0049581863414797905,0.708588900753681,0.013314409061269156,0.6085386207603688,0.006125217495985069
win_loss,XGBoost,research_signals,0.6345413844657184,0.004205009277857779,0.6109233354277063,0.006174976500748871,0.584292151001943,0.003376947863238678,0.5611725217086192,0.005975148072946461,0.572486710952808,0.004156071920497234
win_loss,LightGBM,research_signals,0.6283371016159564,0.004379219353162718,0.6041064861129287,0.0067906454687039946,0.5680981661893354,0.0037997972448991714,0.6320221454961161,0.00491950392753822,0.5983287269183812,0.0011507234573977297
tp2_hit,RandomForest,research_signals,0.639082014052313,0.005785825199952917,0.38785657805669427,0.006991835291872539,0.347398397808225,0.0020811417173114567,0.7412130278755389,0.01029992366611605,0.47305398931489434,0.0032181484205438815
tp2_hit,XGBoost,research_signals,0.690216174959373,0.005653033826564533,0.45065148473292516,0.009328575927144252,0.6797112715944701,0.03456961259480178,0.03514409309841531,0.0030660676776298867,0.06678335764867453,0.005397535863992856
tp2_hit,LightGBM,research_signals,0.6837532399956248,0.006896288826671811,0.4393306414061122,0.010301978851404082,0.38108783501494814,0.004577051472408016,0.7110579417822163,0.011412828177451418,0.4961901925791298,0.005212948217468691
tp3_hit,RandomForest,research_signals,0.6808366244994419,0.00695216131633668,0.28151061932879823,0.00838652975540015,0.24783944005679182,0.0028601896352806145,0.7539635032005378,0.010224491090967548,0.3730455082707163,0.004260527416067077
tp3_hit,XGBoost,research_signals,0.7423826796679075,0.007394401827939784,0.3667075620439237,0.011578288859414409,0.6367965367965368,0.12085786202980353,0.010735333172897573,0.0012738987936990547,0.02109811495085961,0.0024670766659346034
tp3_hit,LightGBM,research_signals,0.732484421832138,0.006449701163094174,0.34647600987173105,0.010763325401079672,0.28197188534959494,0.003437519478334041,0.749096458497371,0.006523470312016973,0.40971203149766683,0.004330572391265506
