Feature,Mean_Abs_SHAP
atr14,0.07645372645676889
spread_pips,0.07048828839776226
atr50,0.06010704400911549
month,0.059208422334628315
hour,0.058102399862030744
atr_ratio,0.04256508540940207
day_of_week,0.03931984221870689
spread_pct_atr,0.037021180524415304
vol_regime,0.03293602381763138
adx,0.029435917171676904
bias_alignment,0.020460222490035172
sweep_count,0.020168765305990148
spread_quality,0.019133767911061937
h1_bias,0.017146191230367213
prem_disc,0.01700978520791731
