SetupID,Timestamp,DayOfWeek,Trade_Executed,Rejected_Step,WeeklyBias,DailyBias,H4Bias,H1Bias,PDH_Sweep,PDL_Sweep,PWH_Sweep,PWL_Sweep,Asian_Sweep,EQH_Sweep,EQL_Sweep,MSS,Displacement,FVG_Present,OB_Present,ADR_Status,PremDisc_Status,Session,MarketCondition,ConfluenceScore,ATR14_Pips,ATR50_Pips,Spread_Pips,SpreadPctATR,ADX_Value,Score_Weekly,Score_Daily,Score_LiqSweep,Score_MSS,Score_Displacement,Score_FVG,Score_Killzone,Score_SMT,Score_ADR,Score_PO3,Score_PremDisc,Score_H4Align,Score_H1Align,OB_Score,Cond_Score,win_loss,tp1_hit,tp2_hit,tp3_hit,sl_hit,mfe_r,mae_r,bars_to_outcome,entry_price,atr_1r,ts,ml_score,ml_decision,outcome
ATLAS_20150922_051500_4711,2015.09.22 05:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,0.43,0.89,0.39,91.61,30.36,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,1,0.07,10.605,1,1132.91,0.43,2015-09-22 05:15:00,0.5366386255898807,TAKEN,0
ATLAS_20150922_053000_4712,2015.09.22 05:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,0.43,0.88,0.39,91.3,31.5,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,1,1,1,1,0,4.628,1.372,1,1130.29,0.43,2015-09-22 05:30:00,0.5262142013889384,TAKEN,1
ATLAS_20150922_054500_4713,2015.09.22 05:45:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,0.48,0.87,0.31,64.58,34.88,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,1,1,1,1,0,4.146,1.229,1,1130.29,0.48,2015-09-22 05:45:00,0.5698745343907534,TAKEN,1
ATLAS_20150922_060000_4714,2015.09.22 06:00:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,0.49,0.83,0.41,84.41,37.82,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,1,0.143,2.286,1,1131.89,0.49,2015-09-22 06:00:00,0.5419656874767347,TAKEN,0
ATLAS_20150922_061500_4715,2015.09.22 06:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,0.51,0.82,0.4,77.99,37.04,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,1,1,0,0,0,1.471,9.157,1,1131.11,0.51,2015-09-22 06:15:00,0.5421782489047468,TAKEN,1
ATLAS_20150922_063000_4716,2015.09.22 06:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,0.55,0.8,0.36,65.2,32.2,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,1,0.291,5.582,1,1129.51,0.55,2015-09-22 06:30:00,0.5397542619910468,TAKEN,0
ATLAS_20150922_064500_4717,2015.09.22 06:45:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,0.55,0.77,0.42,76.56,28.72,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,1,1,0,0,0,1.636,2.636,1,1128.38,0.55,2015-09-22 06:45:00,0.5059588388833364,REJECTED,1
ATLAS_20150922_100000_4718,2015.09.22 10:00:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,PREMIUM,NONE,CHOPPY,105,0.62,0.58,0.4,64.67,16.62,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,0,0,0,0,0,1,0.339,1.113,1,1123.14,0.62,2015-09-22 10:00:00,0.6252274453158807,TAKEN,0
ATLAS_20150922_101500_4719,2015.09.22 10:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,PREMIUM,NONE,CHOPPY,105,0.65,0.59,0.42,64.33,14.7,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,0,1,1,1,1,0,3.908,1.031,1,1122.61,0.65,2015-09-22 10:15:00,0.6159158561910665,TAKEN,1
ATLAS_20150922_103000_4720,2015.09.22 10:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,DISCOUNT,NONE,CHOPPY,105,0.77,0.61,0.37,47.92,15.87,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,0,1,1,1,1,0,3.935,0.688,1,1123.27,0.77,2015-09-22 10:30:00,0.5859195701768667,TAKEN,1
ATLAS_20150922_104500_4721,2015.09.22 10:45:00,Tuesday,NO,MSS,BULLISH,NEUTRAL,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,PREMIUM,NONE,RANGING,105,0.87,0.62,0.41,47.2,18.13,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,1,1,1,1,0,0,2.31,0.494,1,1124.9,0.87,2015-09-22 10:45:00,0.5146225363933573,REJECTED,1
ATLAS_20150922_110000_4722,2015.09.22 11:00:00,Tuesday,NO,MSS,BULLISH,NEUTRAL,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,PREMIUM,NONE,RANGING,105,0.96,0.64,0.39,40.44,20.82,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,1,0,0,0,0,1,0.781,1.177,4,1126.16,0.96,2015-09-22 11:00:00,0.5102613862839332,REJECTED,0
ATLAS_20150922_111500_4723,2015.09.22 11:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,DISCOUNT,NONE,RANGING,105,0.99,0.65,0.4,40.26,19.71,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,1,1,1,0,0,0,1.0,1.333,1,1125.79,0.99,2015-09-22 11:15:00,0.5433749511359329,TAKEN,1
ATLAS_20150922_113000_4724,2015.09.22 11:30:00,Tuesday,NO,MSS,BULLISH,NEUTRAL,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,PREMIUM,NONE,RANGING,105,1.05,0.65,0.39,37.22,19.45,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,1,0,0,0,0,1,0.695,1.362,7,1125.9,1.05,2015-09-22 11:30:00,0.5589371098573198,TAKEN,0
ATLAS_20150922_114500_4725,2015.09.22 11:45:00,Tuesday,NO,MSS,BULLISH,NEUTRAL,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,PREMIUM,NONE,RANGING,105,1.08,0.65,0.39,36.16,19.85,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,1,1,1,0,0,0,1.102,1.12,1,1125.44,1.08,2015-09-22 11:45:00,0.4758441876571789,REJECTED,1
ATLAS_20150922_120000_4726,2015.09.22 12:00:00,Tuesday,NO,MSS,BULLISH,NEUTRAL,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,PREMIUM,NONE,RANGING,105,1.09,0.65,0.38,34.75,20.91,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,1,0,0,0,0,1,0.743,1.165,19,1125.5,1.09,2015-09-22 12:00:00,0.4600648935469413,REJECTED,0
ATLAS_20150922_121500_4727,2015.09.22 12:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,PREMIUM,NONE,RANGING,105,1.12,0.68,0.33,29.52,19.62,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,1,0,0,0,0,1,0.357,1.027,4,1125.62,1.12,2015-09-22 12:15:00,0.46074143821550095,REJECTED,0
ATLAS_20150922_123000_4728,2015.09.22 12:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,OK,DISCOUNT,NONE,RANGING,105,1.15,0.69,0.4,34.87,20.51,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,1,0,0,0,0,1,0.157,1.148,3,1125.79,1.15,2015-09-22 12:30:00,0.37314585226649094,REJECTED,0
ATLAS_20150922_124500_4729,2015.09.22 12:45:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,RANGING,105,1.41,0.76,0.37,26.33,23.84,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,1,0,0,0,0,1,0.433,1.043,16,1125.7,1.41,2015-09-22 12:45:00,0.37488162685596493,REJECTED,0
ATLAS_20150922_130000_4730,2015.09.22 13:00:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,1.41,0.78,0.4,28.34,26.72,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,0,0.908,0.929,20,1125.03,1.41,2015-09-22 13:00:00,0.3193293105406467,REJECTED,0
ATLAS_20150922_131500_4731,2015.09.22 13:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,1.55,0.81,0.38,24.49,26.64,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,1,0.548,1.123,15,1125.46,1.55,2015-09-22 13:15:00,0.29648478328800976,REJECTED,0
ATLAS_20150922_133000_4732,2015.09.22 13:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,1.54,0.81,0.37,24.05,26.57,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,1,0.331,1.266,14,1125.67,1.54,2015-09-22 13:30:00,0.2979150111666228,REJECTED,0
ATLAS_20150922_134500_4733,2015.09.22 13:45:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,1.65,0.86,0.41,24.78,28.4,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,1,0.291,1.2,13,1125.7,1.65,2015-09-22 13:45:00,0.23818950798926802,REJECTED,0
ATLAS_20150922_140000_4734,2015.09.22 14:00:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,1.76,0.92,0.42,23.87,31.91,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,1,0.381,1.017,12,1125.51,1.76,2015-09-22 14:00:00,0.21736281727230367,REJECTED,0
ATLAS_20150922_141500_4735,2015.09.22 14:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,1.75,0.94,0.38,21.69,34.96,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,1,0.383,1.023,11,1125.51,1.75,2015-09-22 14:15:00,0.20724379974209092,REJECTED,0
ATLAS_20150922_143000_4736,2015.09.22 14:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,1.77,0.98,0.44,24.85,38.5,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,1,0.266,1.124,10,1125.71,1.77,2015-09-22 14:30:00,0.23011725124672036,REJECTED,0
ATLAS_20150922_144500_4737,2015.09.22 14:45:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,1.86,1.01,0.38,20.44,41.72,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,1,0.172,1.151,9,1125.86,1.86,2015-09-22 14:45:00,0.18710966208793672,REJECTED,0
ATLAS_20150922_150000_4738,2015.09.22 15:00:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,1.86,1.03,0.46,24.72,44.08,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,1,0.183,1.124,16,1125.33,1.86,2015-09-22 15:00:00,0.18535965545022812,REJECTED,0
ATLAS_20150922_151500_4739,2015.09.22 15:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,1.95,1.06,0.4,20.54,42.09,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,0,0.328,0.81,20,1124.82,1.95,2015-09-22 15:15:00,0.18448337906432685,REJECTED,0
ATLAS_20150922_153000_4740,2015.09.22 15:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,TRENDING,105,2.07,1.1,0.43,20.81,39.04,15,15,20,0,15,10,10,5,5,5,5,1,-1,1,2,0,0,0,0,0,0.237,0.836,20,1124.97,2.07,2015-09-22 15:30:00,0.20852828234197454,REJECTED,0
ATLAS_20150922_154500_4741,2015.09.22 15:45:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,TRENDING,100,2.26,1.17,0.42,18.55,38.45,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.102,1.283,20,1125.23,2.26,2015-09-22 15:45:00,0.15855789843344836,REJECTED,0
ATLAS_20150922_160000_4742,2015.09.22 16:00:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NEWYORK,TRENDING,100,2.44,1.23,0.44,18.01,40.26,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.139,1.143,19,1125.12,2.44,2015-09-22 16:00:00,0.14541275110787738,REJECTED,0
ATLAS_20150922_161500_4743,2015.09.22 16:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NEWYORK,TRENDING,100,2.33,1.28,0.41,17.58,43.08,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.082,1.262,18,1125.27,2.33,2015-09-22 16:15:00,0.14416546609918027,REJECTED,0
ATLAS_20150922_163000_4744,2015.09.22 16:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NEWYORK,TRENDING,100,2.35,1.29,0.42,17.9,45.52,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.383,1.149,18,1124.53,2.35,2015-09-22 16:30:00,0.14797564219822437,REJECTED,0
ATLAS_20150922_164500_4745,2015.09.22 16:45:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NEWYORK,TRENDING,100,2.28,1.32,0.42,18.41,48.65,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.461,1.118,17,1124.38,2.28,2015-09-22 16:45:00,0.16937983499806122,REJECTED,0
ATLAS_20150922_170000_4746,2015.09.22 17:00:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NEWYORK,TRENDING,100,2.36,1.35,0.42,17.83,49.19,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.356,1.169,16,1124.59,2.36,2015-09-22 17:00:00,0.14429069696034572,REJECTED,0
ATLAS_20150922_171500_4747,2015.09.22 17:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NEWYORK,TRENDING,100,2.26,1.37,0.42,18.59,49.65,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.372,1.0,15,1124.59,2.26,2015-09-22 17:15:00,0.19656959435753762,REJECTED,0
ATLAS_20150922_173000_4748,2015.09.22 17:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NEWYORK,TRENDING,100,2.09,1.39,0.41,19.62,50.05,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.402,1.081,15,1124.59,2.09,2015-09-22 17:30:00,0.33792551604455917,REJECTED,0
ATLAS_20150922_174500_4749,2015.09.22 17:45:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NEWYORK,TRENDING,100,2.09,1.41,0.42,20.13,51.41,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.402,1.081,15,1124.59,2.09,2015-09-22 17:45:00,0.3316856197981926,REJECTED,0
ATLAS_20150922_180000_4750,2015.09.22 18:00:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NEWYORK,TRENDING,100,2.11,1.45,0.42,19.9,46.75,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.398,1.071,15,1124.59,2.11,2015-09-22 18:00:00,0.32478168466600543,REJECTED,0
ATLAS_20150922_181500_4751,2015.09.22 18:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NEWYORK,TRENDING,100,2.08,1.46,0.39,18.79,41.75,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.279,1.212,14,1124.85,2.08,2015-09-22 18:15:00,0.37518664571976396,REJECTED,0
ATLAS_20150922_183000_4752,2015.09.22 18:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NEWYORK,TRENDING,100,2.09,1.48,0.32,15.3,39.04,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.23,1.254,13,1124.95,2.09,2015-09-22 18:30:00,0.3298286215610803,REJECTED,0
ATLAS_20150922_184500_4753,2015.09.22 18:45:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NEWYORK,TRENDING,100,2.03,1.48,0.31,15.27,36.69,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.202,1.325,12,1125.02,2.03,2015-09-22 18:45:00,0.3646656236539073,REJECTED,0
ATLAS_20150922_190000_4754,2015.09.22 19:00:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,TRENDING,100,1.92,1.48,0.42,21.83,32.19,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.099,1.042,4,1125.24,1.92,2015-09-22 19:00:00,0.38096902600771654,REJECTED,0
ATLAS_20150922_191500_4755,2015.09.22 19:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,TRENDING,100,1.73,1.5,0.41,23.77,29.78,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.272,1.329,10,1124.63,1.73,2015-09-22 19:15:00,0.42329682406750596,REJECTED,0
ATLAS_20150922_193000_4756,2015.09.22 19:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,TRENDING,100,1.54,1.52,0.38,24.62,27.69,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.422,1.377,9,1124.45,1.54,2015-09-22 19:30:00,0.44769176910213904,REJECTED,0
ATLAS_20150922_194500_4757,2015.09.22 19:45:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,TRENDING,100,1.37,1.52,0.38,27.65,26.67,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,2,0,0,0,0,1,0.474,1.547,8,1124.45,1.37,2015-09-22 19:45:00,0.4544046818173429,REJECTED,0
ATLAS_20150922_200000_4758,2015.09.22 20:00:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,RANGING,100,1.34,1.53,0.4,29.96,23.16,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,1,0,0,0,0,1,0.821,1.246,7,1124.0,1.34,2015-09-22 20:00:00,0.4555872257356392,REJECTED,0
ATLAS_20150922_201500_4759,2015.09.22 20:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,RANGING,100,1.27,1.53,0.42,33.05,21.67,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,1,0,0,0,0,1,0.787,1.283,6,1123.96,1.27,2015-09-22 20:15:00,0.4487223640611807,REJECTED,0
ATLAS_20150922_203000_4760,2015.09.22 20:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,RANGING,100,1.2,1.55,0.3,25.04,22.58,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,1,0,0,0,0,1,0.575,1.617,5,1124.27,1.2,2015-09-22 20:30:00,0.4603967606386667,REJECTED,0
ATLAS_20150922_204500_4761,2015.09.22 20:45:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,RANGING,100,1.2,1.57,0.42,35.06,20.07,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,1,0,0,0,0,1,0.475,1.717,4,1124.39,1.2,2015-09-22 20:45:00,0.4596485917618331,REJECTED,0
ATLAS_20150922_210000_4762,2015.09.22 21:00:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,CHOPPY,100,1.18,1.58,0.42,35.61,17.88,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,0,0,0,0,0,1,0.28,1.949,3,1124.63,1.18,2015-09-22 21:00:00,0.4588673353320552,REJECTED,0
ATLAS_20150922_211500_4763,2015.09.22 21:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,CHOPPY,100,1.12,1.57,0.38,33.95,15.99,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,0,0,0,0,0,1,0.348,2.0,2,1124.57,1.12,2015-09-22 21:15:00,0.4507778273018052,REJECTED,0
ATLAS_20150922_213000_4764,2015.09.22 21:30:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,CHOPPY,100,1.01,1.57,0.41,40.74,17.87,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,0,0,0,0,0,1,0.0,1.455,1,1123.8,1.01,2015-09-22 21:30:00,0.44034831529953683,REJECTED,0
ATLAS_20150922_214500_4765,2015.09.22 21:45:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,CHOPPY,100,0.93,1.57,0.33,35.51,17.53,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,0,1,1,1,1,0,4.022,0.656,1,1122.44,0.93,2015-09-22 21:45:00,0.4847479598394614,REJECTED,1
ATLAS_20150922_220000_4766,2015.09.22 22:00:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,CHOPPY,100,0.87,1.56,0.35,40.1,16.48,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,0,1,1,1,1,0,3.115,0.218,2,1123.47,0.87,2015-09-22 22:00:00,0.5117651681225888,REJECTED,1
ATLAS_20150922_221500_4767,2015.09.22 22:15:00,Tuesday,NO,MSS,BULLISH,BEARISH,BULLISH,BEARISH,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,BLOCKED,DISCOUNT,NONE,CHOPPY,100,0.86,1.56,0.42,48.68,17.06,15,15,20,0,15,10,10,5,0,5,5,1,-1,1,0,1,1,1,1,0,3.151,0.105,1,1123.47,0.86,2015-09-22 22:15:00,0.5200559278211834,TAKEN,1
