SetupID,Timestamp,DayOfWeek,Trade_Executed,Rejected_Step,WeeklyBias,DailyBias,H4Bias,H1Bias,PDH_Sweep,PDL_Sweep,PWH_Sweep,PWL_Sweep,Asian_Sweep,EQH_Sweep,EQL_Sweep,MSS,Displacement,FVG_Present,OB_Present,ADR_Status,PremDisc_Status,Session,MarketCondition,ConfluenceScore,ATR14_Pips,ATR50_Pips,Spread_Pips,SpreadPctATR,ADX_Value,Score_Weekly,Score_Daily,Score_LiqSweep,Score_MSS,Score_Displacement,Score_FVG,Score_Killzone,Score_SMT,Score_ADR,Score_PO3,Score_PremDisc,Score_H4Align,Score_H1Align,OB_Score,Cond_Score,win_loss,tp1_hit,tp2_hit,tp3_hit,sl_hit,mfe_r,mae_r,bars_to_outcome,entry_price,atr_1r,ts,ml_score,ml_decision,outcome
ATLAS_20090316_010000_56118,2009.03.16 01:00:00,Monday,NO,MSS,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,OK,DISCOUNT,NONE,RANGING,105,1.19,2.51,0.02,1.68,23.93,15,15,20,0,15,10,10,5,5,5,5,0,0,0,1,1,1,1,1,0,3.403,0.84,9,926.05,1.19,2009-03-16 01:00:00,0.5215156520296789,TAKEN,1
ATLAS_20090316_011500_56119,2009.03.16 01:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,OK,DISCOUNT,NONE,RANGING,105,1.5,2.57,0.02,1.33,23.1,15,15,20,0,15,10,10,5,5,5,5,0,0,0,1,1,1,1,0,0,2.813,1.687,8,925.88,1.5,2009-03-16 01:15:00,0.5375691145259436,TAKEN,1
ATLAS_20090316_013000_56120,2009.03.16 01:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,OK,DISCOUNT,NONE,RANGING,105,1.52,2.56,0.02,1.31,24.78,15,15,20,0,15,10,10,5,5,5,5,0,0,0,1,1,1,1,0,0,2.875,1.566,7,925.73,1.52,2009-03-16 01:30:00,0.5409940638669958,TAKEN,1
ATLAS_20090316_014500_56121,2009.03.16 01:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,OK,DISCOUNT,NONE,TRENDING,105,1.49,2.53,0.02,1.35,26.24,15,15,20,0,15,10,10,5,5,5,5,0,0,0,2,1,1,1,1,0,3.101,0.067,2,925.48,1.49,2009-03-16 01:45:00,0.5409940638669958,TAKEN,1
ATLAS_20090316_020000_56122,2009.03.16 02:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,RANGING,105,1.66,2.58,0.02,1.21,23.03,15,15,20,0,15,10,10,5,5,5,5,0,0,0,1,1,1,1,0,0,2.289,1.777,5,926.3,1.66,2009-03-16 02:00:00,0.5483334993140194,TAKEN,1
ATLAS_20090316_021500_56123,2009.03.16 02:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,RANGING,105,1.73,2.6,0.02,1.16,20.8,15,15,20,0,15,10,10,5,5,5,5,0,0,0,1,1,1,0,0,0,1.832,1.289,5,926.93,1.73,2009-03-16 02:15:00,0.5513167136380231,TAKEN,1
ATLAS_20090316_023000_56124,2009.03.16 02:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,RANGING,105,1.76,2.58,0.02,1.14,18.42,15,15,20,0,15,10,10,5,5,5,5,0,0,0,1,1,1,1,0,0,2.028,1.04,4,926.53,1.76,2009-03-16 02:30:00,0.5431090682056181,TAKEN,1
ATLAS_20090316_024500_56125,2009.03.16 02:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,CHOPPY,105,1.76,2.56,0.02,1.13,16.35,15,15,20,0,15,10,10,5,5,5,5,0,0,0,0,1,1,1,0,0,2.057,1.011,3,926.48,1.76,2009-03-16 02:45:00,0.5427929157721543,TAKEN,1
ATLAS_20090316_030000_56126,2009.03.16 03:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,CHOPPY,105,1.73,2.55,0.02,1.16,14.56,15,15,20,0,15,10,10,5,5,5,5,0,0,0,0,1,1,1,0,0,2.225,1.676,1,926.25,1.73,2009-03-16 03:00:00,0.5276519582809618,TAKEN,1
ATLAS_20090316_031500_56127,2009.03.16 03:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,CHOPPY,105,1.66,2.53,0.02,1.2,15.91,15,15,20,0,15,10,10,5,5,5,5,0,0,0,0,1,1,0,0,0,1.608,1.645,1,927.43,1.66,2009-03-16 03:15:00,0.5238863121001531,TAKEN,1
ATLAS_20090316_033000_56128,2009.03.16 03:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,CHOPPY,105,1.64,2.49,0.02,1.22,15.53,15,15,20,0,15,10,10,5,5,5,5,0,0,0,0,1,1,0,0,0,1.555,1.738,4,927.55,1.64,2009-03-16 03:30:00,0.5458268004626846,TAKEN,1
ATLAS_20090316_034500_56129,2009.03.16 03:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,CHOPPY,105,1.54,2.45,0.02,1.3,15.19,15,15,20,0,15,10,10,5,5,5,5,0,0,0,0,1,1,0,0,0,1.818,1.688,3,927.3,1.54,2009-03-16 03:45:00,0.5637853839431402,TAKEN,1
ATLAS_20090316_040000_56130,2009.03.16 04:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,CHOPPY,105,1.51,2.4,0.02,1.33,15.86,15,15,20,0,15,10,10,5,5,5,5,0,0,0,0,1,1,0,0,0,1.967,1.609,2,927.13,1.51,2009-03-16 04:00:00,0.5374750370552303,TAKEN,1
ATLAS_20090316_041500_56131,2009.03.16 04:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,CHOPPY,105,1.49,2.39,0.02,1.34,14.3,15,15,20,0,15,10,10,5,5,5,5,0,0,0,0,1,1,0,0,0,1.711,1.913,1,927.55,1.49,2009-03-16 04:15:00,0.5341841830836123,TAKEN,1
ATLAS_20090316_043000_56132,2009.03.16 04:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,CHOPPY,105,1.46,2.36,0.02,1.37,17.03,15,15,20,0,15,10,10,5,5,5,5,0,0,0,0,0,0,0,0,1,0.0,1.062,2,929.53,1.46,2009-03-16 04:30:00,0.5307553949908547,TAKEN,0
ATLAS_20090316_044500_56133,2009.03.16 04:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,CHOPPY,105,1.17,2.28,0.02,1.71,16.21,15,15,20,0,15,10,10,5,5,5,5,0,0,0,0,0,0,0,0,1,0.128,1.026,1,929.18,1.17,2009-03-16 04:45:00,0.4882788413402848,REJECTED,0
ATLAS_20090316_050000_56134,2009.03.16 05:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,CHOPPY,105,1.05,2.12,0.02,1.9,15.5,15,15,20,0,15,10,10,5,5,5,5,0,0,0,0,0,0,0,0,1,0.048,3.476,2,928.35,1.05,2009-03-16 05:00:00,0.4952313187984411,REJECTED,0
ATLAS_20090316_051500_56135,2009.03.16 05:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,CHOPPY,105,1.0,2.08,0.02,2.0,16.89,15,15,20,0,15,10,10,5,5,5,5,0,0,0,0,0,0,0,0,1,0.0,3.15,1,927.85,1.0,2009-03-16 05:15:00,0.4808282280930715,REJECTED,0
ATLAS_20090316_053000_56136,2009.03.16 05:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,OK,DISCOUNT,NONE,RANGING,105,0.77,2.02,0.02,2.59,19.69,15,15,20,0,15,10,10,5,5,5,5,0,0,0,1,1,1,0,0,0,1.273,2.688,1,925.1,0.77,2009-03-16 05:30:00,0.4639902494243609,REJECTED,1
ATLAS_20090316_054500_56137,2009.03.16 05:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,RANGING,105,0.73,2.02,0.02,2.75,24.1,15,15,20,0,15,10,10,5,5,5,5,0,0,0,1,1,1,1,0,0,2.301,1.781,1,923.65,0.73,2009-03-16 05:45:00,0.45851930375740224,REJECTED,1
ATLAS_20090316_060000_56138,2009.03.16 06:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,TRENDING,105,0.76,2.0,0.02,2.64,26.13,15,15,20,0,15,10,10,5,5,5,5,0,1,0,2,1,1,0,0,0,1.842,2.079,1,923.93,0.76,2009-03-16 06:00:00,0.46066481099938855,REJECTED,1
ATLAS_20090316_061500_56139,2009.03.16 06:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,TRENDING,105,0.76,1.96,0.02,2.62,27.37,15,15,20,0,15,10,10,5,5,5,5,0,1,0,2,0,0,0,0,1,0.592,1.013,1,923.95,0.76,2009-03-16 06:15:00,0.4832454539739975,REJECTED,0
ATLAS_20090316_063000_56140,2009.03.16 06:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,TRENDING,105,0.79,1.87,0.02,2.52,28.44,15,15,20,0,15,10,10,5,5,5,5,0,1,0,2,0,0,0,0,1,0.481,1.987,2,924.15,0.79,2009-03-16 06:30:00,0.4886142326130102,REJECTED,0
ATLAS_20090316_064500_56141,2009.03.16 06:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,TRENDING,105,0.79,1.72,0.02,2.55,29.37,15,15,20,0,15,10,10,5,5,5,5,0,1,0,2,0,0,0,0,1,0.253,2.215,1,924.33,0.79,2009-03-16 06:45:00,0.5041529887976791,REJECTED,0
ATLAS_20090316_100000_56142,2009.03.16 10:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,RANGING,105,1.19,1.24,0.02,1.68,21.81,15,15,20,0,15,10,10,5,5,5,5,0,1,0,1,1,1,0,0,0,1.933,2.269,1,922.38,1.19,2009-03-16 10:00:00,0.5397950065517833,TAKEN,1
ATLAS_20090316_101500_56143,2009.03.16 10:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,RANGING,105,1.26,1.25,0.02,1.58,21.25,15,15,20,0,15,10,10,5,5,5,5,0,1,0,1,0,0,0,0,1,0.0,1.984,1,923.93,1.26,2009-03-16 10:15:00,0.5326702542256222,TAKEN,0
ATLAS_20090316_103000_56144,2009.03.16 10:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,RANGING,105,1.26,1.23,0.02,1.59,19.93,15,15,20,0,15,10,10,5,5,5,5,0,1,0,1,0,0,0,0,1,0.016,2.46,1,922.78,1.26,2009-03-16 10:30:00,0.5439287428224876,TAKEN,0
ATLAS_20090316_104500_56145,2009.03.16 10:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,RANGING,105,1.4,1.26,0.02,1.43,20.15,15,15,20,0,15,10,10,5,5,5,5,0,1,0,1,0,0,0,0,1,0.607,1.3,1,920.75,1.4,2009-03-16 10:45:00,0.5328537833182999,TAKEN,0
ATLAS_20090316_110000_56146,2009.03.16 11:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,RANGING,105,1.55,1.29,0.02,1.29,21.9,15,15,20,0,15,10,10,5,5,5,5,0,1,0,1,1,1,1,1,0,3.368,0.129,2,919.88,1.55,2009-03-16 11:00:00,0.5322049459706241,TAKEN,1
ATLAS_20090316_111500_56147,2009.03.16 11:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,RANGING,105,1.63,1.3,0.02,1.23,23.91,15,15,20,0,15,10,10,5,5,5,5,0,1,0,1,1,1,1,0,0,2.638,0.472,1,920.95,1.63,2009-03-16 11:15:00,0.5210528114899237,TAKEN,1
ATLAS_20090316_113000_56148,2009.03.16 11:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,RANGING,105,1.72,1.32,0.02,1.16,23.44,15,15,20,0,15,10,10,5,5,5,5,0,1,0,1,0,0,0,0,1,0.988,1.029,3,922.05,1.72,2009-03-16 11:30:00,0.5184102030975996,REJECTED,0
ATLAS_20090316_114500_56149,2009.03.16 11:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,RANGING,105,1.8,1.34,0.02,1.11,23.75,15,15,20,0,15,10,10,5,5,5,5,0,1,0,1,0,0,0,0,1,0.417,1.194,2,922.43,1.8,2009-03-16 11:45:00,0.5221026071302651,TAKEN,0
ATLAS_20090316_120000_56150,2009.03.16 12:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,RANGING,105,1.72,1.34,0.02,1.16,24.02,15,15,20,0,15,10,10,5,5,5,5,0,1,0,1,0,0,0,0,1,0.686,1.0,1,922.0,1.72,2009-03-16 12:00:00,0.5071386264824601,REJECTED,0
ATLAS_20090316_121500_56151,2009.03.16 12:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,TRENDING,105,1.73,1.35,0.02,1.16,25.92,15,15,20,0,15,10,10,5,5,5,5,0,1,0,2,1,1,1,0,0,2.728,0.202,1,920.53,1.73,2009-03-16 12:15:00,0.5029348384290961,REJECTED,1
ATLAS_20090316_123000_56152,2009.03.16 12:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,TRENDING,105,1.8,1.37,0.02,1.11,28.48,15,15,20,0,15,10,10,5,5,5,5,0,1,0,2,1,1,1,0,0,2.417,0.4,1,920.9,1.8,2009-03-16 12:30:00,0.5155823292029077,REJECTED,1
ATLAS_20090316_124500_56153,2009.03.16 12:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,TRENDING,105,1.81,1.37,0.02,1.1,31.19,15,15,20,0,15,10,10,5,5,5,5,0,1,0,2,1,1,1,0,0,2.442,0.359,4,920.83,1.81,2009-03-16 12:45:00,0.49445236629164,REJECTED,1
ATLAS_20090316_130000_56154,2009.03.16 13:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,OK,DISCOUNT,NONE,TRENDING,105,1.91,1.4,0.02,1.05,29.98,15,15,20,0,15,10,10,5,5,5,5,0,1,0,2,1,1,0,0,0,1.649,0.524,8,922.1,1.91,2009-03-16 13:00:00,0.45448904229266374,REJECTED,1
ATLAS_20090316_131500_56155,2009.03.16 13:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,PREMIUM,NONE,TRENDING,105,1.88,1.43,0.02,1.06,27.28,15,15,20,0,15,10,10,5,5,5,5,0,1,1,2,1,1,0,0,0,1.569,0.516,7,922.3,1.88,2009-03-16 13:15:00,0.47485623409168715,REJECTED,1
ATLAS_20090316_133000_56156,2009.03.16 13:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,PREMIUM,NONE,TRENDING,105,1.97,1.46,0.02,1.01,27.22,15,15,20,0,15,10,10,5,5,5,5,0,1,1,2,1,1,0,0,0,1.457,0.533,6,922.38,1.97,2009-03-16 13:30:00,0.4705986011610733,REJECTED,1
ATLAS_20090316_134500_56157,2009.03.16 13:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,RANGING,105,2.15,1.43,0.02,0.93,24.47,15,15,20,0,15,10,10,5,5,5,5,0,1,1,1,0,0,0,0,1,0.163,1.0,1,923.48,2.15,2009-03-16 13:45:00,0.46230828105523336,REJECTED,0
ATLAS_20090316_140000_56158,2009.03.16 14:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,PREMIUM,NONE,RANGING,105,2.26,1.44,0.02,0.88,22.09,15,15,20,0,15,10,10,5,5,5,5,0,0,1,1,1,1,0,0,0,1.239,0.075,5,922.45,2.26,2009-03-16 14:00:00,0.45546176592930765,REJECTED,1
ATLAS_20090316_141500_56159,2009.03.16 14:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,RANGING,105,2.19,1.46,0.02,0.92,19.74,15,15,20,0,15,10,10,5,5,5,5,0,0,1,1,0,0,0,0,0,0.968,0.388,20,923.13,2.19,2009-03-16 14:15:00,0.4385037352189076,REJECTED,0
ATLAS_20090316_143000_56160,2009.03.16 14:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,RANGING,105,2.51,1.53,0.02,0.8,20.99,15,15,20,0,15,10,10,5,5,5,5,0,0,1,1,0,0,0,0,0,0.884,0.299,20,923.03,2.51,2009-03-16 14:30:00,0.32039710383424996,REJECTED,0
ATLAS_20090316_144500_56161,2009.03.16 14:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,RANGING,105,2.56,1.53,0.02,0.78,22.08,15,15,20,0,15,10,10,5,5,5,5,0,0,1,1,0,0,0,0,0,0.828,0.266,20,923.13,2.56,2009-03-16 14:45:00,0.3075675684329858,REJECTED,0
ATLAS_20090316_150000_56162,2009.03.16 15:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,RANGING,105,2.65,1.57,0.02,0.75,21.42,15,15,20,0,15,10,10,5,5,5,5,0,0,1,1,0,0,0,0,0,0.63,0.426,20,923.58,2.65,2009-03-16 15:00:00,0.2252742363569816,REJECTED,0
ATLAS_20090316_151500_56163,2009.03.16 15:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,RANGING,105,2.86,1.64,0.02,0.7,20.18,15,15,20,0,15,10,10,5,5,5,5,0,0,1,1,0,0,0,0,0,0.122,0.857,20,924.9,2.86,2009-03-16 15:15:00,0.21529474522513384,REJECTED,0
ATLAS_20090316_153000_56164,2009.03.16 15:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,PREMIUM,NONE,RANGING,105,3.01,1.7,0.02,0.66,21.42,15,15,20,0,15,10,10,5,5,5,5,0,0,1,1,0,0,0,0,0,0.206,0.658,20,924.43,3.01,2009-03-16 15:30:00,0.19855528109529896,REJECTED,0
ATLAS_20090316_154500_56165,2009.03.16 15:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NONE,RANGING,105,3.06,1.74,0.02,0.65,22.04,15,15,20,0,15,10,10,5,5,5,5,0,0,1,1,0,0,0,0,0,0.245,0.605,20,924.3,3.06,2009-03-16 15:45:00,0.20152366720303297,REJECTED,0
ATLAS_20090316_160000_56166,2009.03.16 16:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NEWYORK,RANGING,105,3.14,1.79,0.02,0.64,19.51,15,15,20,0,15,10,10,5,5,5,5,0,0,1,1,0,0,0,0,0,0.143,0.685,20,924.6,3.14,2009-03-16 16:00:00,0.13858386740869938,REJECTED,0
ATLAS_20090316_161500_56167,2009.03.16 16:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NEWYORK,CHOPPY,105,3.24,1.84,0.02,0.62,17.71,15,15,20,0,15,10,10,5,5,5,5,0,0,1,0,0,0,0,0,0,0.185,0.617,20,924.45,3.24,2009-03-16 16:15:00,0.10525592782609511,REJECTED,0
ATLAS_20090316_163000_56168,2009.03.16 16:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NEWYORK,CHOPPY,105,3.18,1.86,0.02,0.63,16.15,15,15,20,0,15,10,10,5,5,5,5,0,0,1,0,0,0,0,0,0,0.157,0.66,20,924.55,3.18,2009-03-16 16:30:00,0.13107788176254714,REJECTED,0
ATLAS_20090316_164500_56169,2009.03.16 16:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NEWYORK,CHOPPY,105,3.21,1.91,0.02,0.62,17.35,15,15,20,0,15,10,10,5,5,5,5,0,0,1,0,0,0,0,0,0,0.483,0.654,20,923.5,3.21,2009-03-16 16:45:00,0.11857170095432733,REJECTED,0
ATLAS_20090316_170000_56170,2009.03.16 17:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NEWYORK,RANGING,105,3.18,1.94,0.02,0.63,19.19,15,15,20,0,15,10,10,5,5,5,5,0,0,1,1,0,0,0,0,0,0.44,0.708,20,923.65,3.18,2009-03-16 17:00:00,0.1980938364640123,REJECTED,0
ATLAS_20090316_171500_56171,2009.03.16 17:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NEWYORK,RANGING,105,2.99,1.94,0.02,0.67,19.83,15,15,20,0,15,10,10,5,5,5,5,0,0,1,1,0,0,0,0,0,0.502,0.719,20,923.55,2.99,2009-03-16 17:15:00,0.26430582874132763,REJECTED,0
ATLAS_20090316_173000_56172,2009.03.16 17:30:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NEWYORK,CHOPPY,105,3.04,2.0,0.02,0.66,17.72,15,15,20,0,15,10,10,5,5,5,5,0,0,1,0,0,0,0,0,0,0.74,0.461,20,922.8,3.04,2009-03-16 17:30:00,0.25278449787037294,REJECTED,0
ATLAS_20090316_174500_56173,2009.03.16 17:45:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NEWYORK,CHOPPY,105,3.04,2.03,0.02,0.66,15.9,15,15,20,0,15,10,10,5,5,5,5,0,0,1,0,0,0,0,0,1,0.181,1.02,16,924.5,3.04,2009-03-16 17:45:00,0.26269380999603975,REJECTED,0
ATLAS_20090316_180000_56174,2009.03.16 18:00:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NEWYORK,CHOPPY,105,2.82,2.1,0.02,0.71,16.55,15,15,20,0,15,10,10,5,5,5,5,0,0,1,0,0,0,0,0,1,0.195,1.099,16,924.5,2.82,2009-03-16 18:00:00,0.29826890225526004,REJECTED,0
ATLAS_20090316_181500_56175,2009.03.16 18:15:00,Monday,NO,MSS,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,OK,DISCOUNT,NEWYORK,CHOPPY,105,2.78,2.11,0.02,0.72,17.12,15,15,20,0,15,10,10,5,5,5,5,0,0,1,0,0,0,0,0,1,0.18,1.133,15,924.55,2.78,2009-03-16 18:15:00,0.2888437604734083,REJECTED,0
