SetupID,Ticket,OpenTime,CloseTime,DayOfWeek,Symbol,Direction,EntryPrice,StopLoss,TakeProfit,LotSize,RiskPct,Session,ConfluenceScore,Grade,WeeklyBias,DailyBias,H4Bias,H1Bias,PDH_Sweep,PDL_Sweep,PWH_Sweep,PWL_Sweep,Asian_Sweep,EQH_Sweep,EQL_Sweep,MSS,Displacement,FVG_Present,OB_Present,ADR_Status,PremDisc_Status,MarketCondition,ATR14_Pips_Entry,ATR50_Pips_Entry,Spread_Pips_Entry,SpreadPctATR_Entry,ADX_Entry,Profit_USD,Profit_Pct,PlannedRR,RR_Achieved,MFE_Pips,MAE_Pips,MinutesInTrade,BarsInTrade,ExitReason,Trade_Result,Score_Weekly,Score_Daily,Score_LiqSweep,Score_MSS,Score_Displacement,Score_FVG,Score_Killzone,Score_SMT,Score_ADR,Score_PO3,Score_PremDisc,TP1_Hit,TP2_Hit,TP3_Hit,BreakEven_Triggered,Score_H4Align,Score_H1Align,OB_Score,Cond_Score
ATLAS_20150518_100000_2225,47,2015.05.18 10:00:00,2015.05.22 17:00:00,Monday,XAUUSD,LONG,1229.28,1200.94,1314.30,0.01,0.50,NONE,125,A+,BULLISH,BULLISH,BULLISH,BULLISH,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,OK,PREMIUM,TRENDING,1.39,1.00,0.44,31.77,36.79,-25.11,-2.7597,3.00,-8.860,1.8,27.9,6180,360,ExpertAdvisor,LOSS,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,1,1,1,2
ATLAS_20150527_174500_2430,49,2015.05.27 17:45:00,2015.05.29 17:00:00,Wednesday,XAUUSD,LONG,1188.03,1173.53,1231.53,0.03,0.50,NEWYORK,125,A+,BEARISH,BEARISH,BEARISH,NEUTRAL,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,OK,PREMIUM,RANGING,1.59,1.32,0.42,26.46,18.06,12.39,1.3434,3.00,2.848,5.9,7.7,2835,180,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,-1,0,0,1
ATLAS_20150601_013000_2433,51,2015.06.01 01:30:00,2015.06.04 16:26:05,Monday,XAUUSD,LONG,1195.74,1175.58,1256.22,0.02,0.50,NONE,125,A+,BULLISH,BULLISH,BEARISH,NEUTRAL,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,OK,PREMIUM,TRENDING,1.06,1.31,0.75,70.52,25.12,-40.32,-4.5717,3.00,-10.000,8.5,20.2,5216,300,StopLoss,LOSS,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,-1,0,1,2
ATLAS_20150609_123000_2622,53,2015.06.09 12:30:00,2015.06.12 17:00:00,Tuesday,XAUUSD,LONG,1181.69,1159.05,1249.61,0.01,0.50,NONE,125,A+,NEUTRAL,BULLISH,BEARISH,BEARISH,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,YES,OK,PREMIUM,TRENDING,1.46,0.94,0.41,28.18,30.66,0.70,0.0793,3.00,0.309,10.5,6.5,4590,300,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,-1,-1,1,2
ATLAS_20150615_100000_2647,57,2015.06.15 10:00:00,2015.06.19 17:00:00,Monday,XAUUSD,LONG,1184.14,1166.96,1235.68,0.02,0.50,NONE,125,A+,BULLISH,NEUTRAL,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,OK,PREMIUM,TRENDING,0.88,0.85,0.43,48.82,33.88,38.48,4.1887,3.00,11.199,21.5,11.4,6180,360,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,5,5,5,YES,NO,NO,YES,0,1,1,2
ATLAS_20150626_103000_2986,59,2015.06.26 10:30:00,2015.06.26 17:00:00,Friday,XAUUSD,LONG,1175.44,1160.13,1221.37,0.03,0.50,NONE,125,A+,BEARISH,BULLISH,NEUTRAL,NEUTRAL,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,YES,OK,PREMIUM,RANGING,0.97,0.62,0.43,44.20,24.35,-14.28,-1.5790,3.00,-3.109,3.1,6.9,390,0,ExpertAdvisor,LOSS,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,0,0,1,1
ATLAS_20150629_153000_3033,61,2015.06.29 15:30:00,2015.07.02 15:20:15,Monday,XAUUSD,LONG,1183.15,1158.50,1257.10,0.01,0.50,NONE,120,A+,BEARISH,BULLISH,NEUTRAL,NEUTRAL,YES,NO,NO,NO,YES,NO,YES,YES,YES,NO,YES,BLOCKED,PREMIUM,RANGING,1.55,1.47,0.44,28.32,23.95,-24.65,-2.8020,3.00,-10.000,0.7,24.6,4310,240,StopLoss,LOSS,15,15,20,20,15,10,10,5,0,5,5,NO,NO,NO,NO,0,0,1,1
ATLAS_20150702_161500_3037,63,2015.07.02 16:15:00,2015.07.03 17:00:00,Thursday,XAUUSD,LONG,1167.03,1145.98,1230.18,0.01,0.50,NEWYORK,120,A+,BEARISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,BLOCKED,PREMIUM,TRENDING,2.25,1.28,0.41,18.19,55.52,1.26,0.1430,3.00,0.599,3.2,5.0,1485,60,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,0,5,5,NO,NO,NO,NO,0,0,1,2
ATLAS_20150706_200000_3102,65,2015.07.06 20:00:00,2015.07.07 16:12:14,Monday,XAUUSD,LONG,1172.37,1154.65,1225.53,0.02,0.50,NONE,120,A+,NEUTRAL,BULLISH,BEARISH,NEUTRAL,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,BLOCKED,PREMIUM,TRENDING,1.41,1.30,0.42,29.77,30.26,-35.44,-4.1914,3.00,-10.000,2.0,17.7,1212,60,StopLoss,LOSS,15,15,20,20,15,10,10,5,0,5,5,NO,NO,NO,NO,-1,0,1,2
ATLAS_20150709_100000_3238,67,2015.07.09 10:00:00,2015.07.10 17:00:00,Thursday,XAUUSD,LONG,1163.13,1137.13,1241.13,0.01,0.50,NONE,120,A+,BEARISH,BULLISH,NEUTRAL,BULLISH,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,BLOCKED,PREMIUM,TRENDING,1.44,1.40,0.43,29.80,38.12,-3.60,-0.4276,3.00,-1.385,4.6,5.7,1860,120,ExpertAdvisor,LOSS,15,15,20,20,15,10,10,5,0,5,5,NO,NO,NO,NO,0,1,1,2
ATLAS_20150714_154500_3366,69,2015.07.14 15:45:00,2015.07.17 15:33:40,Tuesday,XAUUSD,LONG,1157.90,1141.07,1208.39,0.02,0.50,NONE,125,A+,BEARISH,BEARISH,NEUTRAL,BEARISH,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,YES,OK,DISCOUNT,TRENDING,1.31,1.06,0.36,27.45,25.82,-33.74,-4.1747,3.00,-10.024,1.8,16.8,4308,240,StopLoss,LOSS,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,0,-1,1,2
ATLAS_20150721_041500_3465,71,2015.07.21 04:15:00,2015.07.24 17:00:00,Tuesday,XAUUSD,LONG,1105.14,1059.72,1241.40,0.01,0.50,NONE,125,A+,BEARISH,NEUTRAL,BEARISH,NEUTRAL,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,OK,DISCOUNT,TRENDING,1.77,2.18,0.47,26.62,36.38,-24.20,-3.0867,3.00,-5.328,4.7,27.9,5085,300,ExpertAdvisor,LOSS,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,-1,0,1,2
ATLAS_20150729_184500_3684,73,2015.07.29 18:45:00,2015.07.31 12:34:39,Wednesday,XAUUSD,LONG,1098.04,1080.36,1151.08,0.02,0.50,NEWYORK,125,A+,BEARISH,BULLISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,OK,PREMIUM,TRENDING,2.18,1.34,0.44,20.18,27.13,-35.36,-4.7232,3.00,-10.000,3.9,17.7,2509,120,StopLoss,LOSS,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,0,1,1,2
ATLAS_20150731_154500_3697,75,2015.07.31 15:45:00,2015.07.31 17:00:00,Friday,XAUUSD,LONG,1091.17,1070.18,1154.14,0.01,0.50,NONE,125,A+,BEARISH,BULLISH,BEARISH,NEUTRAL,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,OK,PREMIUM,TRENDING,1.82,1.40,0.42,23.10,30.59,6.49,0.8594,3.00,3.092,12.3,2.8,75,0,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,-1,0,1,2
ATLAS_20150806_170000_3990,77,2015.08.06 17:00:00,2015.08.07 17:00:00,Thursday,XAUUSD,LONG,1090.15,1072.92,1141.84,0.02,0.50,NEWYORK,125,A+,BEARISH,BULLISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,OK,PREMIUM,TRENDING,1.49,0.93,0.42,28.26,35.42,6.82,0.8951,3.00,1.979,7.4,7.4,1440,60,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,0,0,1,2
ATLAS_20150810_173000_4045,79,2015.08.10 17:30:00,2015.08.14 17:00:00,Monday,XAUUSD,LONG,1102.21,1072.74,1190.62,0.01,0.50,NEWYORK,120,A+,NEUTRAL,BULLISH,NEUTRAL,NEUTRAL,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,YES,BLOCKED,PREMIUM,TRENDING,1.77,1.16,0.42,23.78,43.27,15.88,2.0416,3.00,5.389,24.5,8.5,5730,360,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,0,5,5,NO,NO,NO,NO,0,0,1,2
ATLAS_20150817_154500_4093,81,2015.08.17 15:45:00,2015.08.21 17:00:00,Monday,XAUUSD,LONG,1121.63,1101.69,1181.45,0.01,0.50,NONE,125,A+,NEUTRAL,BULLISH,NEUTRAL,BEARISH,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,OK,PREMIUM,RANGING,1.16,1.02,0.40,34.50,22.05,34.51,4.2482,3.00,17.307,46.5,12.0,5835,360,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,0,-1,1,1
ATLAS_20150824_161500_4143,83,2015.08.24 16:15:00,2015.08.25 17:03:32,Monday,XAUUSD,LONG,1167.28,1138.91,1252.39,0.01,0.50,NEWYORK,120,A+,NEUTRAL,BULLISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,BLOCKED,PREMIUM,RANGING,3.43,2.70,0.90,26.22,18.19,-28.37,-3.6187,3.00,-10.000,2.7,28.3,1488,60,StopLoss,LOSS,15,15,20,20,15,10,10,5,0,5,5,NO,NO,NO,NO,0,1,1,1
ATLAS_20150828_041500_4336,85,2015.08.28 04:15:00,2015.08.28 17:00:00,Friday,XAUUSD,LONG,1128.39,1108.23,1188.87,0.01,0.50,NONE,125,A+,BEARISH,BULLISH,NEUTRAL,BULLISH,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,OK,PREMIUM,TRENDING,0.93,1.67,0.50,53.64,27.92,7.48,0.9451,3.00,3.710,8.5,4.7,765,0,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,0,1,1,2
ATLAS_20150831_184500_4396,87,2015.08.31 18:45:00,2015.09.04 17:00:00,Monday,XAUUSD,LONG,1133.65,1113.72,1193.44,0.01,0.50,NEWYORK,125,A+,BEARISH,BULLISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,OK,PREMIUM,RANGING,2.09,1.36,0.42,20.08,20.43,-15.02,-1.9345,3.00,-7.536,14.2,16.9,5655,360,ExpertAdvisor,LOSS,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,0,0,0,1
ATLAS_20150907_050000_4413,89,2015.09.07 05:00:00,2015.09.09 19:01:30,Monday,XAUUSD,LONG,1123.98,1106.72,1175.76,0.02,0.50,NONE,125,A+,BEARISH,BEARISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,OK,DISCOUNT,RANGING,1.32,1.67,0.46,34.91,21.09,-34.58,-4.6613,3.00,-10.017,2.7,17.3,3721,240,StopLoss,LOSS,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,0,0,1,1
ATLAS_20150914_180000_4613,91,2015.09.14 18:00:00,2015.09.18 17:00:00,Monday,XAUUSD,LONG,1107.79,1088.71,1165.03,0.01,0.50,NEWYORK,125,A+,BEARISH,BULLISH,BEARISH,NEUTRAL,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,OK,PREMIUM,RANGING,1.60,1.06,0.41,25.57,20.33,33.04,4.2638,3.00,17.317,33.8,5.6,5700,360,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,-1,0,1,1
ATLAS_20150923_163000_4824,93,2015.09.23 16:30:00,2015.09.25 17:00:00,Wednesday,XAUUSD,LONG,1133.63,1111.28,1200.68,0.01,0.50,NEWYORK,120,A+,BULLISH,NEUTRAL,NEUTRAL,NEUTRAL,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,YES,BLOCKED,PREMIUM,TRENDING,1.59,1.08,0.41,25.76,41.45,13.80,1.7497,3.00,6.174,23.0,5.7,2910,180,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,0,5,5,NO,NO,NO,NO,0,0,1,2
ATLAS_20150929_164500_4956,95,2015.09.29 16:45:00,2015.09.30 16:00:29,Tuesday,XAUUSD,LONG,1133.39,1116.16,1185.08,0.02,0.50,NEWYORK,125,A+,BEARISH,BEARISH,NEUTRAL,BULLISH,NO,YES,NO,NO,YES,NO,YES,YES,YES,NO,YES,OK,DISCOUNT,TRENDING,1.69,1.32,0.38,22.54,34.30,-34.46,-4.5688,3.00,-10.000,1.2,17.2,1395,60,StopLoss,LOSS,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,0,1,1,2
