Feature,Mean_Abs_SHAP
atr_ratio,0.4400056450516734
vol_regime,0.31333196203552877
adx,0.24384264205910974
atr50,0.20140285468519595
hour,0.18448135027799592
spread_quality,0.18203260137264204
sweep_count,0.1701385883996581
pwl_sweep,0.16451021707747748
bias_alignment,0.1583712762206069
displacement,0.14138395479210006
spread_pct_atr,0.1349939452041494
spread_pips,0.12814835418688286
atr14,0.10659667093091042
asian_sweep,0.09338453123010107
month,0.07057050902665167
