SetupID,Ticket,OpenTime,CloseTime,DayOfWeek,Symbol,Direction,EntryPrice,StopLoss,TakeProfit,LotSize,RiskPct,Session,ConfluenceScore,Grade,WeeklyBias,DailyBias,H4Bias,H1Bias,PDH_Sweep,PDL_Sweep,PWH_Sweep,PWL_Sweep,Asian_Sweep,EQH_Sweep,EQL_Sweep,MSS,Displacement,FVG_Present,OB_Present,ADR_Status,PremDisc_Status,MarketCondition,ATR14_Pips_Entry,ATR50_Pips_Entry,Spread_Pips_Entry,SpreadPctATR_Entry,ADX_Entry,Profit_USD,Profit_Pct,PlannedRR,RR_Achieved,MFE_Pips,MAE_Pips,MinutesInTrade,BarsInTrade,ExitReason,Trade_Result,Score_Weekly,Score_Daily,Score_LiqSweep,Score_MSS,Score_Displacement,Score_FVG,Score_Killzone,Score_SMT,Score_ADR,Score_PO3,Score_PremDisc,TP1_Hit,TP2_Hit,TP3_Hit,BreakEven_Triggered,Score_H4Align,Score_H1Align,OB_Score,Cond_Score
ATLAS_20060728_144500_31167,77,2006.07.28 14:45:00,2006.07.28 17:01:30,Friday,XAUUSD,LONG,633.02,613.50,691.58,0.03,0.50,NONE,125,A+,BEARISH,BULLISH,BULLISH,NEUTRAL,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,OK,PREMIUM,TRENDING,1.38,1.10,0.02,1.45,28.25,7.44,0.5580,3.00,1.270,4.0,2.3,136,0,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,1,0,1,2
ATLAS_20060801_154500_31291,80,2006.08.01 15:45:00,2006.08.03 17:15:59,Tuesday,XAUUSD,LONG,636.12,619.00,687.48,0.03,0.50,NONE,125,A+,BULLISH,BULLISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,YES,OK,PREMIUM,RANGING,1.36,0.98,0.02,1.47,21.14,14.94,1.1081,3.00,2.909,19.4,0.9,2970,180,StopLoss,WIN,15,15,20,20,15,10,10,5,5,5,5,YES,NO,NO,YES,0,0,1,1
ATLAS_20060808_160000_31417,83,2006.08.08 16:01:00,2006.08.11 17:00:00,Tuesday,XAUUSD,LONG,646.12,631.20,690.88,0.04,0.50,NEWYORK,125,A+,BULLISH,BEARISH,NEUTRAL,NEUTRAL,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,YES,OK,DISCOUNT,TRENDING,1.09,0.81,0.02,1.83,26.66,-25.68,-1.9369,3.00,-4.303,8.5,12.4,4379,240,ExpertAdvisor,LOSS,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,0,0,1,2
ATLAS_20060814_184500_31476,85,2006.08.14 18:45:00,2006.08.17 19:08:00,Monday,XAUUSD,LONG,632.62,614.50,686.98,0.03,0.50,NEWYORK,125,A+,BEARISH,BEARISH,BEARISH,NEUTRAL,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,OK,DISCOUNT,CHOPPY,1.99,1.29,0.02,1.00,13.91,-54.36,-4.2754,3.00,-10.000,0.1,17.9,4343,240,StopLoss,LOSS,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,-1,0,1,0
ATLAS_20060830_151500_32074,87,2006.08.30 15:15:30,2006.09.01 17:00:30,Wednesday,XAUUSD,LONG,619.72,597.20,687.28,0.02,0.50,NONE,125,A+,BEARISH,BULLISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,OK,PREMIUM,RANGING,0.98,0.75,0.02,2.04,21.84,6.56,0.5133,3.00,1.456,7.8,5.5,2985,180,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,0,0,1,1
ATLAS_20060905_171500_32104,89,2006.09.05 17:15:00,2006.09.08 14:46:59,Tuesday,XAUUSD,LONG,637.72,609.70,721.78,0.02,0.50,NEWYORK,120,A+,BULLISH,BULLISH,NEUTRAL,NEUTRAL,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,BLOCKED,PREMIUM,RANGING,1.79,1.22,0.02,1.12,24.18,-56.04,-4.5860,3.00,-10.000,2.5,27.8,4171,240,StopLoss,LOSS,15,15,20,20,15,10,10,5,0,5,5,NO,NO,NO,NO,0,0,1,1
ATLAS_20060913_121500_32302,91,2006.09.13 12:16:30,2006.09.15 17:00:00,Wednesday,XAUUSD,LONG,583.52,569.00,627.08,0.04,0.50,NONE,120,A+,BEARISH,NEUTRAL,BEARISH,NEUTRAL,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,BLOCKED,DISCOUNT,CHOPPY,1.16,1.34,0.02,1.73,16.55,-35.28,-2.9730,3.00,-6.074,11.2,13.3,3163,180,ExpertAdvisor,LOSS,15,15,20,20,15,10,10,5,0,5,5,NO,NO,NO,NO,-1,0,1,0
ATLAS_20060920_144500_32499,93,2006.09.20 14:45:00,2006.09.22 17:00:00,Wednesday,XAUUSD,LONG,580.02,561.70,634.98,0.03,0.50,NONE,125,A+,BEARISH,BEARISH,BEARISH,BEARISH,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,OK,DISCOUNT,RANGING,1.31,0.86,0.02,1.52,22.52,15.24,1.2680,3.00,2.773,12.2,5.8,3015,180,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,5,5,5,NO,NO,NO,NO,-1,-1,1,1
ATLAS_20060925_190000_32560,97,2006.09.25 19:00:00,2006.09.29 17:00:00,Monday,XAUUSD,LONG,587.22,571.70,633.78,0.03,0.50,NONE,125,A+,NEUTRAL,BEARISH,BULLISH,NEUTRAL,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,OK,PREMIUM,RANGING,1.95,1.24,0.02,1.03,20.99,23.64,1.9166,3.00,5.077,19.3,1.5,5640,360,ExpertAdvisor,WIN,15,15,20,20,15,10,10,5,5,5,5,YES,NO,NO,YES,1,0,1,1
ATLAS_20061002_020000_32565,99,2006.10.02 02:00:00,2006.10.04 16:56:43,Monday,XAUUSD,LONG,600.62,568.10,698.18,0.01,0.50,NONE,120,A+,NEUTRAL,BULLISH,NEUTRAL,BEARISH,NO,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,BLOCKED,PREMIUM,RANGING,2.16,1.55,0.02,0.92,19.34,-32.80,-2.7318,3.00,-10.086,3.0,32.5,3776,240,StopLoss,LOSS,15,15,20,20,15,10,10,5,0,5,5,NO,NO,NO,NO,0,-1,1,1
